序号,标题,链接,创建时间,状态,标签
209,SQL: test src/benchmarks/ATIS/Tests/select_group.sql fails,https://github.com/MonetDB/MonetDB/issues/293,2020-11-30T08:27:22Z,CLOSED,['bug']
210,SQL: test src/benchmarks/tpch/Tests/load.SQL.py fails,https://github.com/MonetDB/MonetDB/issues/294,2020-11-30T08:27:25Z,CLOSED,['bug']
211,SQL: test /src/benchmarks/wisconsin/Tests/load.sql fails,https://github.com/MonetDB/MonetDB/issues/295,2020-11-30T08:27:28Z,CLOSED,['bug']
212,SQL: test src/odbc/samples/Tests/odbcsample1.SQL fails,https://github.com/MonetDB/MonetDB/issues/296,2020-11-30T08:27:31Z,CLOSED,['bug']
213,SQL: SQLfeatures.tex does not compile (with pdflatex),https://github.com/MonetDB/MonetDB/issues/298,2020-11-30T08:27:38Z,CLOSED,['bug']
214,SQL: test src/backends/monet4/Tests/smack01.SQL fails,https://github.com/MonetDB/MonetDB/issues/300,2020-11-30T08:27:44Z,CLOSED,['bug']
215,Mx segfault commenting macros,https://github.com/MonetDB/MonetDB/issues/301,2020-11-30T08:27:47Z,CLOSED,['bug']
216,[cast] buggy,https://github.com/MonetDB/MonetDB/issues/302,2020-11-30T08:27:50Z,CLOSED,['bug']
217,Make mapi_get_field_count() without headers,https://github.com/MonetDB/MonetDB/issues/303,2020-11-30T08:27:58Z,CLOSED,['bug']
218,"SQL tests fail: ""!current transaction is aborted (ROLLBACK)""",https://github.com/MonetDB/MonetDB/issues/304,2020-11-30T08:28:02Z,CLOSED,['bug']
219,[documentation] error in Mil docum. about aggrX3,https://github.com/MonetDB/MonetDB/issues/305,2020-11-30T08:28:06Z,CLOSED,['bug']
220,Stream: bs_write assertion on client kill,https://github.com/MonetDB/MonetDB/issues/307,2020-11-30T08:28:12Z,CLOSED,['bug']
221,BATpropcheck error,https://github.com/MonetDB/MonetDB/issues/311,2020-11-30T08:28:26Z,CLOSED,['bug']
222,void/oid empty bats handling,https://github.com/MonetDB/MonetDB/issues/312,2020-11-30T08:28:29Z,CLOSED,['bug']
223,SWIG annoyances,https://github.com/MonetDB/MonetDB/issues/313,2020-11-30T08:28:32Z,CLOSED,['bug']
224,Server crash after restart,https://github.com/MonetDB/MonetDB/issues/315,2020-11-30T08:28:38Z,CLOSED,['bug']
225,SQL: foreign keys without not-null constraint -> meltdown,https://github.com/MonetDB/MonetDB/issues/316,2020-11-30T08:28:41Z,CLOSED,['bug']
226,cast to interval causes crash,https://github.com/MonetDB/MonetDB/issues/317,2020-11-30T08:28:43Z,CLOSED,['bug']
227,error in SQL parser,https://github.com/MonetDB/MonetDB/issues/318,2020-11-30T08:28:46Z,CLOSED,['bug']
228,assertion failure,https://github.com/MonetDB/MonetDB/issues/319,2020-11-30T08:28:49Z,CLOSED,['bug']
229,SQL: Selecting only constants from table,https://github.com/MonetDB/MonetDB/issues/320,2020-11-30T08:28:51Z,CLOSED,['bug']
230,TestWeb: Solaris JDBC tests,https://github.com/MonetDB/MonetDB/issues/321,2020-11-30T08:28:54Z,CLOSED,['bug']
231,new string functions should be approved,https://github.com/MonetDB/MonetDB/issues/322,2020-11-30T08:28:56Z,CLOSED,['bug']
232,Testweb: regression on time tests,https://github.com/MonetDB/MonetDB/issues/323,2020-11-30T08:28:58Z,CLOSED,['bug']
233,Testweb: scaryness with Darwin: unknown table,https://github.com/MonetDB/MonetDB/issues/324,2020-11-30T08:29:01Z,CLOSED,['bug']
234,SQL: CASE bug (2),https://github.com/MonetDB/MonetDB/issues/325,2020-11-30T08:29:05Z,CLOSED,['bug']
235,approval of stable output,https://github.com/MonetDB/MonetDB/issues/327,2020-11-30T08:29:10Z,CLOSED,['bug']
236,SQL: UPDATE does not update table?,https://github.com/MonetDB/MonetDB/issues/329,2020-11-30T08:29:16Z,CLOSED,['bug']
237,"SQL: check/approve output of src/test/Tests/{count,null}",https://github.com/MonetDB/MonetDB/issues/330,2020-11-30T08:29:20Z,CLOSED,['bug']
238,SQL: Modification of views,https://github.com/MonetDB/MonetDB/issues/331,2020-11-30T08:29:22Z,CLOSED,['bug']
239,SQL: ROLLBACK TO SAVEPOINT broken?,https://github.com/MonetDB/MonetDB/issues/332,2020-11-30T08:29:25Z,CLOSED,['bug']
240,table() argument count limited,https://github.com/MonetDB/MonetDB/issues/335,2020-11-30T08:29:35Z,CLOSED,['bug']
241,"""make install"" fails for src/mapi/clients/php/Cimpl",https://github.com/MonetDB/MonetDB/issues/336,2020-11-30T08:29:38Z,CLOSED,['bug']
242,SQL: CMDsort error,https://github.com/MonetDB/MonetDB/issues/338,2020-11-30T08:29:44Z,CLOSED,['bug']
243,Install fails due to missing .html files,https://github.com/MonetDB/MonetDB/issues/340,2020-11-30T08:29:50Z,CLOSED,['bug']
244,SQL: schema management,https://github.com/MonetDB/MonetDB/issues/343,2020-11-30T08:30:00Z,CLOSED,['bug']
245,SQL: schema change makes server prone for kill (meltdown),https://github.com/MonetDB/MonetDB/issues/344,2020-11-30T08:30:03Z,CLOSED,['bug']
246,SQL: login as different user than monetdb == meltdown!,https://github.com/MonetDB/MonetDB/issues/345,2020-11-30T08:30:06Z,CLOSED,['bug']
247,MonetDB 4.3.x no longer amongst visible downloads,https://github.com/MonetDB/MonetDB/issues/347,2020-11-30T08:30:12Z,CLOSED,['bug']
248,SQL: inappropriate varchar length behaviour,https://github.com/MonetDB/MonetDB/issues/348,2020-11-30T08:30:15Z,CLOSED,['bug']
249,"autogen(?): wrong ""pkg*dir"" on native Windows",https://github.com/MonetDB/MonetDB/issues/349,2020-11-30T08:30:17Z,CLOSED,['bug']
250,"Mtest: results are not properly ""aggregated""",https://github.com/MonetDB/MonetDB/issues/350,2020-11-30T08:30:20Z,CLOSED,['bug']
251,autogen(?): .class files do not get installed under Windows,https://github.com/MonetDB/MonetDB/issues/351,2020-11-30T08:30:23Z,CLOSED,['bug']
252,function inlining only used with gcc!,https://github.com/MonetDB/MonetDB/issues/352,2020-11-30T08:30:26Z,CLOSED,['bug']
253,"Implementation of ""--dbinit"" is DANGEROUS!",https://github.com/MonetDB/MonetDB/issues/353,2020-11-30T08:30:30Z,CLOSED,['bug']
254,MonetJDBC.jar only available in RPM files,https://github.com/MonetDB/MonetDB/issues/354,2020-11-30T08:30:33Z,CLOSED,['bug']
255,SQL: _ char not recognised in LIKE string,https://github.com/MonetDB/MonetDB/issues/355,2020-11-30T08:30:36Z,CLOSED,['bug']
256,MKnife.jar in Installer-4.4.0-rc2 invalid,https://github.com/MonetDB/MonetDB/issues/356,2020-11-30T08:30:38Z,CLOSED,['bug']
257,new *empty* BATs are not set read-only by MIL interpreter,https://github.com/MonetDB/MonetDB/issues/358,2020-11-30T08:30:45Z,CLOSED,['bug']
258,SQL: column number change on use of order by?,https://github.com/MonetDB/MonetDB/issues/360,2020-11-30T08:30:51Z,CLOSED,['bug']
259,MIL: == operator crashes server,https://github.com/MonetDB/MonetDB/issues/361,2020-11-30T08:30:53Z,CLOSED,['bug']
260,MIL: escape slash causing delay of execution?,https://github.com/MonetDB/MonetDB/issues/362,2020-11-30T08:30:56Z,CLOSED,['bug']
261,icc not happy with inline functions,https://github.com/MonetDB/MonetDB/issues/364,2020-11-30T08:31:02Z,CLOSED,['bug']
262,MonetDB crash: 3>GB addresses on 32-bits systems,https://github.com/MonetDB/MonetDB/issues/365,2020-11-30T08:31:05Z,CLOSED,['bug']
263,leak in histolinks (xtables),https://github.com/MonetDB/MonetDB/issues/366,2020-11-30T08:31:08Z,CLOSED,['bug']
264,MIL cleanup,https://github.com/MonetDB/MonetDB/issues/367,2020-11-30T08:31:11Z,CLOSED,['bug']
265,SQL head does not compile anymore,https://github.com/MonetDB/MonetDB/issues/368,2020-11-30T08:31:14Z,CLOSED,['bug']
266,SQL: INSERT ... SELECT fro non-existing table crashes server,https://github.com/MonetDB/MonetDB/issues/369,2020-11-30T08:31:17Z,CLOSED,['bug']
267,division by 0 (exception or wrong result),https://github.com/MonetDB/MonetDB/issues/370,2020-11-30T08:31:21Z,CLOSED,['bug']
268,Mserver crashes with runtime error,https://github.com/MonetDB/MonetDB/issues/371,2020-11-30T08:31:24Z,CLOSED,['bug']
269,"SQL: ALTER TABLE results in ""Error in result"" messages",https://github.com/MonetDB/MonetDB/issues/373,2020-11-30T08:31:30Z,CLOSED,['bug']
270,"SQL: weird chars hang server, maxing to 100% CPU",https://github.com/MonetDB/MonetDB/issues/374,2020-11-30T08:31:34Z,CLOSED,['bug']
271,TCPIP segfault,https://github.com/MonetDB/MonetDB/issues/375,2020-11-30T08:31:37Z,CLOSED,['bug']
272,TCPIP gets stuck on rpc(),https://github.com/MonetDB/MonetDB/issues/376,2020-11-30T08:31:40Z,CLOSED,['bug']
273,SQL: UNIQUE constraint not checked,https://github.com/MonetDB/MonetDB/issues/378,2020-11-30T08:31:46Z,CLOSED,['bug']
274,SQL: LIKE matches too much!,https://github.com/MonetDB/MonetDB/issues/379,2020-11-30T08:31:49Z,CLOSED,['bug']
275,SQL: MagicMonet(tm) ghosting/phantoms,https://github.com/MonetDB/MonetDB/issues/381,2020-11-30T08:31:56Z,CLOSED,['bug']
276,autogen produces ``bad macro names'',https://github.com/MonetDB/MonetDB/issues/382,2020-11-30T08:31:59Z,CLOSED,['bug']
277,SQL: silent convert to 0 of overflow value?,https://github.com/MonetDB/MonetDB/issues/383,2020-11-30T08:32:03Z,CLOSED,['bug']
278,TCP/IP module RPC crashes server when returning a bat,https://github.com/MonetDB/MonetDB/issues/384,2020-11-30T08:32:06Z,CLOSED,['bug']
279,Mserver internal error after large number of INSERTs,https://github.com/MonetDB/MonetDB/issues/386,2020-11-30T08:32:12Z,CLOSED,['bug']
280,"append (BAT[void, BAT], BAT[void, BAT]) buggy",https://github.com/MonetDB/MonetDB/issues/388,2020-11-30T08:32:18Z,CLOSED,['bug']
281,Mtest hang,https://github.com/MonetDB/MonetDB/issues/389,2020-11-30T08:32:20Z,CLOSED,['bug']
282,SQL: meltdown on subquery with UNION and JOIN,https://github.com/MonetDB/MonetDB/issues/390,2020-11-30T08:32:23Z,CLOSED,['bug']
283,monet_parse.y contains to less semicolons,https://github.com/MonetDB/MonetDB/issues/392,2020-11-30T08:32:28Z,CLOSED,['bug']
284,SQLColumns uses incorrect query,https://github.com/MonetDB/MonetDB/issues/393,2020-11-30T08:32:31Z,CLOSED,['bug']
285,TCP/IP module causes hangs under Windows,https://github.com/MonetDB/MonetDB/issues/394,2020-11-30T08:32:34Z,CLOSED,['bug']
286,SQL: history table not updated consistently,https://github.com/MonetDB/MonetDB/issues/396,2020-11-30T08:32:41Z,CLOSED,['bug']
287,xpath steps,https://github.com/MonetDB/MonetDB/issues/398,2020-11-30T08:32:46Z,CLOSED,['bug']
288,arithmetic problems with PGI compiler on Opteron/Debia-3.0,https://github.com/MonetDB/MonetDB/issues/399,2020-11-30T08:32:49Z,CLOSED,['bug']
289,segmentation fault in join recognition,https://github.com/MonetDB/MonetDB/issues/400,2020-11-30T08:32:51Z,CLOSED,['bug']
290,SQL: LIKE doesn't like strings in select?,https://github.com/MonetDB/MonetDB/issues/402,2020-11-30T08:32:57Z,CLOSED,['bug']
291,compiling MonetDB fails on Windows due to undefined marcos,https://github.com/MonetDB/MonetDB/issues/403,2020-11-30T08:33:00Z,CLOSED,['bug']
292,XQuery query generating segmentation fault in server,https://github.com/MonetDB/MonetDB/issues/404,2020-11-30T08:33:03Z,CLOSED,['bug']
293,sql server crash,https://github.com/MonetDB/MonetDB/issues/405,2020-11-30T08:33:06Z,CLOSED,['bug']
294,sql server abort,https://github.com/MonetDB/MonetDB/issues/406,2020-11-30T08:33:08Z,CLOSED,['bug']
295,SQL: INTERVAL does not work on TIME and TIMESTAMP data types,https://github.com/MonetDB/MonetDB/issues/408,2020-11-30T08:33:14Z,CLOSED,['bug']
296,unparsable xquery and a crash,https://github.com/MonetDB/MonetDB/issues/409,2020-11-30T08:33:17Z,CLOSED,['bug']
297,Assertion failed: s->nr < sizeof(s->buf),https://github.com/MonetDB/MonetDB/issues/410,2020-11-30T08:33:20Z,CLOSED,['bug']
298,!ERROR: BATrename: name is in use,https://github.com/MonetDB/MonetDB/issues/411,2020-11-30T08:33:22Z,CLOSED,['bug']
299,NMAKE: don't know how to make RunMserver.bat.in,https://github.com/MonetDB/MonetDB/issues/412,2020-11-30T08:33:25Z,CLOSED,['bug']
300,GCC 3.4 should not be invoked `-ansi -std=c99',https://github.com/MonetDB/MonetDB/issues/413,2020-11-30T08:33:27Z,CLOSED,['bug']
301,module ref-counting tests fail since recent gdk-changes,https://github.com/MonetDB/MonetDB/issues/414,2020-11-30T08:33:29Z,CLOSED,['bug']
302,"Atom of ""double-loaded"" module disappears after first drop",https://github.com/MonetDB/MonetDB/issues/415,2020-11-30T08:33:33Z,CLOSED,['bug']
303,SQLColumns: integer vs. int,https://github.com/MonetDB/MonetDB/issues/416,2020-11-30T08:33:37Z,CLOSED,['bug']
304,SQLColumns.c: ordinal_position starts by 0,https://github.com/MonetDB/MonetDB/issues/417,2020-11-30T08:33:40Z,CLOSED,['bug']
305,SQL: DELETE (2x),https://github.com/MonetDB/MonetDB/issues/418,2020-11-30T08:33:43Z,CLOSED,['bug']
306,sort_rev crashes Mserver (Bus error) on IRIX & SunOS (64bit),https://github.com/MonetDB/MonetDB/issues/419,2020-11-30T08:33:46Z,CLOSED,['bug']
307,64-bit Pathfinder fails (crashes Mserver) with 64-bit oid's,https://github.com/MonetDB/MonetDB/issues/422,2020-11-30T08:33:56Z,CLOSED,['bug']
308,print routines misses boolean values,https://github.com/MonetDB/MonetDB/issues/424,2020-11-30T08:34:02Z,CLOSED,['bug']
309,SQL: overflow values silently truncated to 0,https://github.com/MonetDB/MonetDB/issues/425,2020-11-30T08:34:05Z,CLOSED,['bug']
310,Mtest doesn't work anymore with python <2.2 (e.g. on spin),https://github.com/MonetDB/MonetDB/issues/426,2020-11-30T08:34:08Z,CLOSED,['bug']
311,DELETE doesn't work if auto_commit=1,https://github.com/MonetDB/MonetDB/issues/427,2020-11-30T08:34:10Z,CLOSED,['bug']
312,crash in case,https://github.com/MonetDB/MonetDB/issues/428,2020-11-30T08:34:13Z,CLOSED,['bug']
313,crash in erroneous nested query,https://github.com/MonetDB/MonetDB/issues/429,2020-11-30T08:34:16Z,CLOSED,['bug']
314,ODBC driver doesn't compile with native compilers,https://github.com/MonetDB/MonetDB/issues/430,2020-11-30T08:34:19Z,CLOSED,['bug']
315,"icc detected ""subscript out of range"" in runtime/xquery.mx",https://github.com/MonetDB/MonetDB/issues/431,2020-11-30T08:34:21Z,CLOSED,['bug']
316,MapiClient Hangs on Large 'Copy Into',https://github.com/MonetDB/MonetDB/issues/432,2020-11-30T08:34:24Z,CLOSED,['bug']
317,SQL: key constraints not checked on UPDATE,https://github.com/MonetDB/MonetDB/issues/433,2020-11-30T08:34:27Z,CLOSED,['bug']
318,refine extension unreliable,https://github.com/MonetDB/MonetDB/issues/434,2020-11-30T08:34:30Z,CLOSED,['bug']
319,Mserver should check whether database is binary compatible,https://github.com/MonetDB/MonetDB/issues/436,2020-11-30T08:34:36Z,CLOSED,['bug']
320,Syntax errors crash Mserver,https://github.com/MonetDB/MonetDB/issues/437,2020-11-30T08:34:39Z,CLOSED,['bug']
321,SQL: varchar length not checked on insert,https://github.com/MonetDB/MonetDB/issues/438,2020-11-30T08:34:42Z,CLOSED,['bug']
322,sql_server_start(); not documented,https://github.com/MonetDB/MonetDB/issues/439,2020-11-30T08:34:45Z,CLOSED,['bug']
323,documentation bugs cannot be submitted,https://github.com/MonetDB/MonetDB/issues/440,2020-11-30T08:34:48Z,CLOSED,['bug']
324,incorrect results when using OR in SELECT statement,https://github.com/MonetDB/MonetDB/issues/441,2020-11-30T08:34:51Z,CLOSED,['bug']
325,error using DROP COLUMN in ALTER TABLE,https://github.com/MonetDB/MonetDB/issues/442,2020-11-30T08:34:54Z,CLOSED,['bug']
326,Segfault: GRANT ... TO PUBLIC,https://github.com/MonetDB/MonetDB/issues/443,2020-11-30T08:34:57Z,CLOSED,['bug']
327,Windows XP installation: lib_algebra.dll not found,https://github.com/MonetDB/MonetDB/issues/444,2020-11-30T08:35:01Z,CLOSED,['bug']
328,Windows: error starting Mserver,https://github.com/MonetDB/MonetDB/issues/445,2020-11-30T08:35:04Z,CLOSED,['bug']
329,SEQFAULT deleting dbfarm without deleting log,https://github.com/MonetDB/MonetDB/issues/447,2020-11-30T08:35:11Z,CLOSED,['bug']
330,Updates are lost,https://github.com/MonetDB/MonetDB/issues/448,2020-11-30T08:35:14Z,CLOSED,['bug']
331,parser doesn't like large strings,https://github.com/MonetDB/MonetDB/issues/451,2020-11-30T08:35:26Z,CLOSED,['bug']
332,MonetDB parses character constats as str(nil),https://github.com/MonetDB/MonetDB/issues/452,2020-11-30T08:35:29Z,CLOSED,['bug']
333,"MIL parser fails to distiunguish operator ""-"" from sign ""-""",https://github.com/MonetDB/MonetDB/issues/453,2020-11-30T08:35:33Z,CLOSED,['bug']
334,Problem with trying out the gold demo database,https://github.com/MonetDB/MonetDB/issues/454,2020-11-30T08:35:36Z,CLOSED,['bug']
335,Segmentation fault on normal(0);,https://github.com/MonetDB/MonetDB/issues/455,2020-11-30T08:35:39Z,CLOSED,['bug']
336,Wrong path in SQL documentation,https://github.com/MonetDB/MonetDB/issues/456,2020-11-30T08:35:42Z,CLOSED,['bug']
337,MapiClient debug flag does not function,https://github.com/MonetDB/MonetDB/issues/457,2020-11-30T08:35:45Z,CLOSED,['bug']
338,annoying colored pages,https://github.com/MonetDB/MonetDB/issues/458,2020-11-30T08:35:48Z,CLOSED,['bug']
339,"Mx usage message lists unknown(?) option ""-W""",https://github.com/MonetDB/MonetDB/issues/463,2020-11-30T08:36:02Z,CLOSED,['bug']
340,Mserver hangs on last commented line with no NL,https://github.com/MonetDB/MonetDB/issues/464,2020-11-30T08:36:05Z,CLOSED,['bug']
341,Cross product problems,https://github.com/MonetDB/MonetDB/issues/466,2020-11-30T08:36:10Z,CLOSED,['bug']
342,"max(),min() and sum() include nil",https://github.com/MonetDB/MonetDB/issues/467,2020-11-30T08:36:13Z,CLOSED,['bug']
343,"Mserver terminates ""the hard way"" on SIGTERM",https://github.com/MonetDB/MonetDB/issues/468,2020-11-30T08:36:16Z,CLOSED,['bug']
344,Kernel Guide not rendered correctly,https://github.com/MonetDB/MonetDB/issues/469,2020-11-30T08:36:18Z,CLOSED,['bug']
345,convert string -> timestamp,https://github.com/MonetDB/MonetDB/issues/470,2020-11-30T08:36:21Z,CLOSED,['bug']
346,shred_doc has problems with namespaces,https://github.com/MonetDB/MonetDB/issues/471,2020-11-30T08:36:23Z,CLOSED,['bug']
347,pf doesn't compile without libxml,https://github.com/MonetDB/MonetDB/issues/472,2020-11-30T08:36:26Z,CLOSED,['bug']
348,test failure on Darwin,https://github.com/MonetDB/MonetDB/issues/473,2020-11-30T08:36:29Z,CLOSED,['bug']
349,SQL: EXCEPT is picky and doesn't work,https://github.com/MonetDB/MonetDB/issues/474,2020-11-30T08:36:31Z,CLOSED,['bug']
350,Mserver crashes when view an altered table,https://github.com/MonetDB/MonetDB/issues/475,2020-11-30T08:36:34Z,CLOSED,['bug']
351,SQL: inconsistant affected rows count on multi-valued insert,https://github.com/MonetDB/MonetDB/issues/477,2020-11-30T08:36:41Z,CLOSED,['bug']
352,SQL: cast to smaller (var)char does not truncate strings,https://github.com/MonetDB/MonetDB/issues/478,2020-11-30T08:36:45Z,CLOSED,['bug']
353,"Mismatch between rename(bat, str) and bat(str)",https://github.com/MonetDB/MonetDB/issues/479,2020-11-30T08:36:49Z,CLOSED,['bug']
354,Multiplexing fails... with a nil-value,https://github.com/MonetDB/MonetDB/issues/480,2020-11-30T08:36:51Z,CLOSED,['bug']
355,Crash on destroy/commit,https://github.com/MonetDB/MonetDB/issues/481,2020-11-30T08:36:54Z,CLOSED,['bug']
356,"kunion, wrong implementation or wron documentation?",https://github.com/MonetDB/MonetDB/issues/482,2020-11-30T08:36:57Z,CLOSED,['bug']
357,preparedStatement.setObject not implemented,https://github.com/MonetDB/MonetDB/issues/483,2020-11-30T08:37:00Z,CLOSED,['bug']
358,SQL: Mserver crashes on division by 0,https://github.com/MonetDB/MonetDB/issues/484,2020-11-30T08:37:03Z,CLOSED,['bug']
359,SQL: timestamp comparisons do not work,https://github.com/MonetDB/MonetDB/issues/486,2020-11-30T08:37:10Z,CLOSED,['bug']
360,"aggrX3: {min}([oid,void], [oid,any]) does not work",https://github.com/MonetDB/MonetDB/issues/487,2020-11-30T08:37:13Z,CLOSED,['bug']
361,Server crashes after creating and dropping tables,https://github.com/MonetDB/MonetDB/issues/488,2020-11-30T08:37:16Z,CLOSED,['bug']
